# Langmuir probe raw measurement — 2026-06-01 15:10:26
# Points: 1000
voltage_V,current_A,current_mA
-8.97902,-8.88372000e-06,-0.00888372
-8.959,-8.85626000e-06,-0.00885626
-8.93896,-8.79163000e-06,-0.00879163
-8.91891,-8.77068000e-06,-0.00877068
-8.89893,-8.79332000e-06,-0.00879332
-8.87892,-8.78612000e-06,-0.00878612
-8.85889,-8.73732000e-06,-0.00873732
-8.83872,-8.67945000e-06,-0.00867945
-8.8188,-8.68828000e-06,-0.00868828
-8.79881,-8.70193000e-06,-0.00870193
-8.7788,-8.67994000e-06,-0.00867994
-8.75887,-8.61140000e-06,-0.0086114
-8.7387,-8.59106000e-06,-0.00859106
-8.71871,-8.60636000e-06,-0.00860636
-8.69864,-8.61454000e-06,-0.00861454
-8.67873,-8.55890000e-06,-0.0085589
-8.65871,-8.50583000e-06,-0.00850583
-8.63862,-8.50653000e-06,-0.00850653
-8.61858,-8.51984000e-06,-0.00851984
-8.59858,-8.50432000e-06,-0.00850432
-8.57861,-8.44026000e-06,-0.00844026
-8.5586,-8.40603000e-06,-0.00840603
-8.53852,-8.42139000e-06,-0.00842139
-8.51851,-8.43620000e-06,-0.0084362
-8.49849,-8.38875000e-06,-0.00838875
-8.47849,-8.32811000e-06,-0.00832811
-8.45851,-8.31850000e-06,-0.0083185
-8.43841,-8.34242000e-06,-0.00834242
-8.41837,-8.32276000e-06,-0.00832276
-8.39841,-8.26666000e-06,-0.00826666
-8.37841,-8.22424000e-06,-0.00822424
-8.35838,-8.24137000e-06,-0.00824137
-8.33832,-8.25630000e-06,-0.0082563
-8.31831,-8.21437000e-06,-0.00821437
-8.29829,-8.15936000e-06,-0.00815936
-8.27832,-8.13769000e-06,-0.00813769
-8.25831,-8.16747000e-06,-0.00816747
-8.23818,-8.15171000e-06,-0.00815171
-8.21825,-8.09886000e-06,-0.00809886
-8.19821,-8.05233000e-06,-0.00805233
-8.17821,-8.06081000e-06,-0.00806081
-8.15821,-8.06927000e-06,-0.00806927
-8.13809,-8.04650000e-06,-0.0080465
-8.11809,-7.98591000e-06,-0.00798591
-8.0981,-7.95939000e-06,-0.00795939
-8.0781,-7.98820000e-06,-0.0079882
-8.0581,-7.97705000e-06,-0.00797705
-8.03801,-7.92809000e-06,-0.00792809
-8.01798,-7.86858000e-06,-0.00786858
-7.998,-7.87864000e-06,-0.00787864
-7.97802,-7.89188000e-06,-0.00789188
-7.958,-7.87040000e-06,-0.0078704
-7.93789,-7.80110000e-06,-0.0078011
-7.9179,-7.78066000e-06,-0.00778066
-7.89792,-7.79755000e-06,-0.00779755
-7.87793,-7.79987000e-06,-0.00779987
-7.85787,-7.75318000e-06,-0.00775318
-7.8378,-7.69689000e-06,-0.00769689
-7.81784,-7.69203000e-06,-0.00769203
-7.79783,-7.71445000e-06,-0.00771445
-7.77781,-7.69539000e-06,-0.00769539
-7.75784,-7.62722000e-06,-0.00762722
-7.73769,-7.60115000e-06,-0.00760115
-7.71771,-7.64566000e-06,-0.00764566
-7.69764,-7.59871000e-06,-0.00759871
-7.67771,-7.54219000e-06,-0.00754219
-7.65769,-7.52947000e-06,-0.00752947
-7.6376,-7.55334000e-06,-0.00755334
-7.61756,-7.52755000e-06,-0.00752755
-7.59762,-7.47734000e-06,-0.00747734
-7.57759,-7.43545000e-06,-0.00743545
-7.55759,-7.45192000e-06,-0.00745192
-7.53747,-7.46587000e-06,-0.00746587
-7.51752,-7.42526000e-06,-0.00742526
-7.4975,-7.36948000e-06,-0.00736948
-7.4775,-7.36019000e-06,-0.00736019
-7.45749,-7.37853000e-06,-0.00737853
-7.4374,-7.36126000e-06,-0.00736126
-7.41739,-7.29599000e-06,-0.00729599
-7.39739,-7.26448000e-06,-0.00726448
-7.37739,-7.27738000e-06,-0.00727738
-7.35735,-7.28873000e-06,-0.00728873
-7.33728,-7.24270000e-06,-0.0072427
-7.3173,-7.18765000e-06,-0.00718765
-7.29733,-7.17239000e-06,-0.00717239
-7.27731,-7.19744000e-06,-0.00719744
-7.25729,-7.18117000e-06,-0.00718117
-7.23716,-7.11351000e-06,-0.00711351
-7.21721,-7.08539000e-06,-0.00708539
-7.19722,-7.09723000e-06,-0.00709723
-7.17716,-7.11427000e-06,-0.00711427
-7.15725,-7.06519000e-06,-0.00706519
-7.13709,-7.01223000e-06,-0.00701223
-7.11703,-6.99171000e-06,-0.00699171
-7.0971,-7.02122000e-06,-0.00702122
-7.07712,-7.01062000e-06,-0.00701062
-7.05716,-6.95238000e-06,-0.00695238
-7.03699,-6.90686000e-06,-0.00690686
-7.01701,-6.91569000e-06,-0.00691569
-6.99701,-6.92685000e-06,-0.00692685
-6.977,-6.89758000e-06,-0.00689758
-6.95699,-6.84015000e-06,-0.00684015
-6.93689,-6.81141000e-06,-0.00681141
-6.9169,-6.84234000e-06,-0.00684234
-6.89691,-6.83083000e-06,-0.00683083
-6.87686,-6.77997000e-06,-0.00677997
-6.85687,-6.72246000e-06,-0.00672246
-6.83679,-6.73431000e-06,-0.00673431
-6.81672,-6.74890000e-06,-0.0067489
-6.7968,-6.72049000e-06,-0.00672049
-6.77681,-6.66201000e-06,-0.00666201
-6.75676,-6.63862000e-06,-0.00663862
-6.7367,-6.66364000e-06,-0.00666364
-6.7167,-6.65360000e-06,-0.0066536
-6.69669,-6.60446000e-06,-0.00660446
-6.67668,-6.54412000e-06,-0.00654412
-6.65668,-6.55656000e-06,-0.00655656
-6.63661,-6.56907000e-06,-0.00656907
-6.61665,-6.54694000e-06,-0.00654694
-6.59655,-6.48061000e-06,-0.00648061
-6.57659,-6.46246000e-06,-0.00646246
-6.55662,-6.47735000e-06,-0.00647735
-6.53651,-6.48427000e-06,-0.00648427
-6.51651,-6.42823000e-06,-0.00642823
-6.49652,-6.37320000e-06,-0.0063732
-6.47649,-6.36973000e-06,-0.00636973
-6.45651,-6.39110000e-06,-0.0063911
-6.43644,-6.37398000e-06,-0.00637398
-6.41637,-6.30702000e-06,-0.00630702
-6.3964,-6.27789000e-06,-0.00627789
-6.37639,-6.28980000e-06,-0.0062898
-6.35643,-6.29804000e-06,-0.00629804
-6.3363,-6.25452000e-06,-0.00625452
-6.31631,-6.20172000e-06,-0.00620172
-6.29632,-6.19239000e-06,-0.00619239
-6.27632,-6.20541000e-06,-0.00620541
-6.25631,-6.19393000e-06,-0.00619393
-6.2362,-6.13033000e-06,-0.00613033
-6.2162,-6.09536000e-06,-0.00609536
-6.19621,-6.10933000e-06,-0.00610933
-6.17619,-6.12676000e-06,-0.00612676
-6.15623,-6.08100000e-06,-0.006081
-6.13615,-6.02234000e-06,-0.00602234
-6.11611,-6.01024000e-06,-0.00601024
-6.0961,-6.03398000e-06,-0.00603398
-6.07613,-6.01613000e-06,-0.00601613
-6.0561,-5.96237000e-06,-0.00596237
-6.03599,-5.91601000e-06,-0.00591601
-6.01601,-5.92945000e-06,-0.00592945
-5.99601,-5.94646000e-06,-0.00594646
-5.97599,-5.90635000e-06,-0.00590635
-5.95592,-5.84870000e-06,-0.0058487
-5.93592,-5.82734000e-06,-0.00582734
-5.91592,-5.85543000e-06,-0.00585543
-5.89586,-5.84387000e-06,-0.00584387
-5.87591,-5.79228000e-06,-0.00579228
-5.85593,-5.74127000e-06,-0.00574127
-5.83581,-5.74983000e-06,-0.00574983
-5.81581,-5.76318000e-06,-0.00576318
-5.7958,-5.73595000e-06,-0.00573595
-5.77578,-5.67612000e-06,-0.00567612
-5.75586,-5.64974000e-06,-0.00564974
-5.73569,-5.67545000e-06,-0.00567545
-5.7157,-5.66925000e-06,-0.00566925
-5.69572,-5.61771000e-06,-0.00561771
-5.6757,-5.56261000e-06,-0.00556261
-5.65571,-5.56860000e-06,-0.0055686
-5.63561,-5.57870000e-06,-0.0055787
-5.61563,-5.56141000e-06,-0.00556141
-5.59555,-5.49620000e-06,-0.0054962
-5.57559,-5.46794000e-06,-0.00546794
-5.55562,-5.48204000e-06,-0.00548204
-5.53548,-5.48683000e-06,-0.00548683
-5.51553,-5.44402000e-06,-0.00544402
-5.49551,-5.38911000e-06,-0.00538911
-5.47551,-5.38375000e-06,-0.00538375
-5.45552,-5.40253000e-06,-0.00540253
-5.43545,-5.38091000e-06,-0.00538091
-5.4154,-5.31681000e-06,-0.00531681
-5.39542,-5.29211000e-06,-0.00529211
-5.3754,-5.30717000e-06,-0.00530717
-5.35535,-5.31666000e-06,-0.00531666
-5.33534,-5.26384000e-06,-0.00526384
-5.31531,-5.20832000e-06,-0.00520832
-5.29525,-5.20876000e-06,-0.00520876
-5.27536,-5.22278000e-06,-0.00522278
-5.25531,-5.20675000e-06,-0.00520675
-5.23516,-5.13819000e-06,-0.00513819
-5.2152,-5.11217000e-06,-0.00511217
-5.19514,-5.12291000e-06,-0.00512291
-5.17522,-5.13701000e-06,-0.00513701
-5.1552,-5.08482000e-06,-0.00508482
-5.1351,-5.02988000e-06,-0.00502988
-5.11509,-5.03619000e-06,-0.00503619
-5.09517,-5.04767000e-06,-0.00504767
-5.07512,-5.02952000e-06,-0.00502952
-5.05507,-4.96204000e-06,-0.00496204
-5.035,-4.93171000e-06,-0.00493171
-5.01501,-4.95015000e-06,-0.00495015
-4.99501,-4.95977000e-06,-0.00495977
-4.97497,-4.90654000e-06,-0.00490654
-4.95502,-4.85368000e-06,-0.00485368
-4.93491,-4.85186000e-06,-0.00485186
-4.91482,-4.87050000e-06,-0.0048705
-4.89497,-4.84662000e-06,-0.00484662
-4.87491,-4.78675000e-06,-0.00478675
-4.85491,-4.75761000e-06,-0.00475761
-4.83481,-4.76831000e-06,-0.00476831
-4.81481,-4.78558000e-06,-0.00478558
-4.79478,-4.73104000e-06,-0.00473104
-4.77481,-4.68022000e-06,-0.00468022
-4.7548,-4.66827000e-06,-0.00466827
-4.73473,-4.68936000e-06,-0.00468936
-4.71471,-4.67048000e-06,-0.00467048
-4.69477,-4.61145000e-06,-0.00461145
-4.67469,-4.57273000e-06,-0.00457273
-4.65472,-4.58859000e-06,-0.00458859
-4.6346,-4.60463000e-06,-0.00460463
-4.61461,-4.56123000e-06,-0.00456123
-4.59461,-4.50411000e-06,-0.00450411
-4.5746,-4.48468000e-06,-0.00448468
-4.5546,-4.51376000e-06,-0.00451376
-4.53449,-4.50415000e-06,-0.00450415
-4.51452,-4.44377000e-06,-0.00444377
-4.4945,-4.39870000e-06,-0.0043987
-4.47443,-4.40736000e-06,-0.00440736
-4.45457,-4.41776000e-06,-0.00441776
-4.43441,-4.39034000e-06,-0.00439034
-4.41441,-4.33219000e-06,-0.00433219
-4.39441,-4.30842000e-06,-0.00430842
-4.37441,-4.33438000e-06,-0.00433438
-4.3544,-4.32296000e-06,-0.00432296
-4.33426,-4.27271000e-06,-0.00427271
-4.31435,-4.21700000e-06,-0.004217
-4.29432,-4.22548000e-06,-0.00422548
-4.27426,-4.23828000e-06,-0.00423828
-4.2543,-4.21210000e-06,-0.0042121
-4.23418,-4.15141000e-06,-0.00415141
-4.21419,-4.12911000e-06,-0.00412911
-4.19419,-4.14168000e-06,-0.00414168
-4.17421,-4.15022000e-06,-0.00415022
-4.15423,-4.10132000e-06,-0.00410132
-4.13415,-4.03923000e-06,-0.00403923
-4.11412,-4.04396000e-06,-0.00404396
-4.09411,-4.05648000e-06,-0.00405648
-4.0741,-4.04254000e-06,-0.00404254
-4.05412,-3.97827000e-06,-0.00397827
-4.034,-3.94337000e-06,-0.00394337
-4.01401,-3.95938000e-06,-0.00395938
-3.99399,-3.97324000e-06,-0.00397324
-3.97402,-3.92576000e-06,-0.00392576
-3.95407,-3.86661000e-06,-0.00386661
-3.93391,-3.85801000e-06,-0.00385801
-3.91388,-3.88113000e-06,-0.00388113
-3.89394,-3.85468000e-06,-0.00385468
-3.87392,-3.80431000e-06,-0.00380431
-3.85385,-3.76282000e-06,-0.00376282
-3.8338,-3.77826000e-06,-0.00377826
-3.8138,-3.79547000e-06,-0.00379547
-3.79378,-3.74897000e-06,-0.00374897
-3.77383,-3.69458000e-06,-0.00369458
-3.75379,-3.67501000e-06,-0.00367501
-3.73367,-3.70512000e-06,-0.00370512
-3.71371,-3.69355000e-06,-0.00369355
-3.6937,-3.63965000e-06,-0.00363965
-3.67371,-3.58991000e-06,-0.00358991
-3.65373,-3.59326000e-06,-0.00359326
-3.6336,-3.61263000e-06,-0.00361263
-3.61363,-3.58125000e-06,-0.00358125
-3.59358,-3.51798000e-06,-0.00351798
-3.57365,-3.49782000e-06,-0.00349782
-3.55361,-3.52535000e-06,-0.00352535
-3.53344,-3.51465000e-06,-0.00351465
-3.51348,-3.46163000e-06,-0.00346163
-3.4935,-3.40947000e-06,-0.00340947
-3.47348,-3.41658000e-06,-0.00341658
-3.45345,-3.42925000e-06,-0.00342925
-3.43339,-3.40758000e-06,-0.00340758
-3.41338,-3.34264000e-06,-0.00334264
-3.39334,-3.31634000e-06,-0.00331634
-3.3734,-3.33327000e-06,-0.00333327
-3.3534,-3.34138000e-06,-0.00334138
-3.33323,-3.28942000e-06,-0.00328942
-3.31329,-3.22983000e-06,-0.00322983
-3.29332,-3.23350000e-06,-0.0032335
-3.27333,-3.25262000e-06,-0.00325262
-3.25321,-3.23414000e-06,-0.00323414
-3.23325,-3.16532000e-06,-0.00316532
-3.21321,-3.13795000e-06,-0.00313795
-3.1932,-3.15086000e-06,-0.00315086
-3.17318,-3.16031000e-06,-0.00316031
-3.15321,-3.11655000e-06,-0.00311655
-3.13312,-3.06048000e-06,-0.00306048
-3.11311,-3.06483000e-06,-0.00306483
-3.09312,-3.07894000e-06,-0.00307894
-3.07308,-3.04666000e-06,-0.00304666
-3.05312,-2.98895000e-06,-0.00298895
-3.03299,-2.96586000e-06,-0.00296586
-3.01302,-2.99320000e-06,-0.0029932
-2.99302,-2.97727000e-06,-0.00297727
-2.97302,-2.93257000e-06,-0.00293257
-2.95305,-2.87369000e-06,-0.00287369
-2.93291,-2.88320000e-06,-0.0028832
-2.91283,-2.89476000e-06,-0.00289476
-2.89292,-2.87457000e-06,-0.00287457
-2.87297,-2.79430000e-06,-0.0027943
-2.85291,-2.80418000e-06,-0.00280418
-2.83281,-2.81828000e-06,-0.00281828
-2.81279,-2.79182000e-06,-0.00279182
-2.79282,-2.73053000e-06,-0.00273053
-2.77282,-2.71041000e-06,-0.00271041
-2.75275,-2.72288000e-06,-0.00272288
-2.73271,-2.73214000e-06,-0.00273214
-2.71273,-2.67864000e-06,-0.00267864
-2.69263,-2.61975000e-06,-0.00261975
-2.67273,-2.62265000e-06,-0.00262265
-2.65272,-2.64109000e-06,-0.00264109
-2.63257,-2.62365000e-06,-0.00262365
-2.61264,-2.55488000e-06,-0.00255488
-2.59261,-2.52643000e-06,-0.00252643
-2.57258,-2.53924000e-06,-0.00253924
-2.55262,-2.55120000e-06,-0.0025512
-2.5325,-2.50489000e-06,-0.00250489
-2.51251,-2.44882000e-06,-0.00244882
-2.49252,-2.43685000e-06,-0.00243685
-2.47251,-2.45991000e-06,-0.00245991
-2.4525,-2.44244000e-06,-0.00244244
-2.43236,-2.37588000e-06,-0.00237588
-2.41233,-2.34662000e-06,-0.00234662
-2.39239,-2.35963000e-06,-0.00235963
-2.37243,-2.37365000e-06,-0.00237365
-2.3524,-2.33011000e-06,-0.00233011
-2.33229,-2.27621000e-06,-0.00227621
-2.31233,-2.25905000e-06,-0.00225905
-2.29229,-2.28179000e-06,-0.00228179
-2.2723,-2.26567000e-06,-0.00226567
-2.25237,-2.20516000e-06,-0.00220516
-2.23221,-2.16371000e-06,-0.00216371
-2.21213,-2.17917000e-06,-0.00217917
-2.19226,-2.19417000e-06,-0.00219417
-2.17221,-2.15578000e-06,-0.00215578
-2.15221,-2.09845000e-06,-0.00209845
-2.13209,-2.07293000e-06,-0.00207293
-2.11211,-2.10478000e-06,-0.00210478
-2.09212,-2.09424000e-06,-0.00209424
-2.0721,-2.04165000e-06,-0.00204165
-2.0521,-1.99006000e-06,-0.00199006
-2.03194,-1.99516000e-06,-0.00199516
-2.012,-2.01322000e-06,-0.00201322
-1.99202,-1.98583000e-06,-0.00198583
-1.972,-1.92538000e-06,-0.00192538
-1.95203,-1.90038000e-06,-0.00190038
-1.93191,-1.92538000e-06,-0.00192538
-1.9119,-1.91750000e-06,-0.0019175
-1.89186,-1.86487000e-06,-0.00186487
-1.8719,-1.81071000e-06,-0.00181071
-1.85189,-1.81821000e-06,-0.00181821
-1.83177,-1.82748000e-06,-0.00182748
-1.81181,-1.80858000e-06,-0.00180858
-1.79183,-1.74326000e-06,-0.00174326
-1.77177,-1.71517000e-06,-0.00171517
-1.75179,-1.73366000e-06,-0.00173366
-1.73168,-1.74206000e-06,-0.00174206
-1.71172,-1.69323000e-06,-0.00169323
-1.69175,-1.63166000e-06,-0.00163166
-1.6717,-1.63456000e-06,-0.00163456
-1.6517,-1.65341000e-06,-0.00165341
-1.63165,-1.63060000e-06,-0.0016306
-1.61159,-1.56918000e-06,-0.00156918
-1.59157,-1.54075000e-06,-0.00154075
-1.57159,-1.54615000e-06,-0.00154615
-1.55161,-1.56529000e-06,-0.00156529
-1.53149,-1.51845000e-06,-0.00151845
-1.51148,-1.46048000e-06,-0.00146048
-1.49148,-1.44898000e-06,-0.00144898
-1.47152,-1.47252000e-06,-0.00147252
-1.4515,-1.45344000e-06,-0.00145344
-1.43142,-1.39812000e-06,-0.00139812
-1.4114,-1.35415000e-06,-0.00135415
-1.39141,-1.37077000e-06,-0.00137077
-1.37148,-1.38338000e-06,-0.00138338
-1.35141,-1.34466000e-06,-0.00134466
-1.33131,-1.28738000e-06,-0.00128738
-1.31126,-1.26719000e-06,-0.00126719
-1.29133,-1.29514000e-06,-0.00129514
-1.2713,-1.28535000e-06,-0.00128535
-1.25131,-1.23203000e-06,-0.00123203
-1.23122,-1.17674000e-06,-0.00117674
-1.21121,-1.18807000e-06,-0.00118807
-1.1912,-1.20220000e-06,-0.0012022
-1.17123,-1.17140000e-06,-0.0011714
-1.1512,-1.11457000e-06,-0.00111457
-1.13111,-1.09226000e-06,-0.00109226
-1.11112,-1.11025000e-06,-0.00111025
-1.09112,-1.10701000e-06,-0.00110701
-1.0711,-1.05729000e-06,-0.00105729
-1.0511,-1.00137000e-06,-0.00100137
-1.03106,-1.00386000e-06,-0.00100386
-1.01099,-1.02339000e-06,-0.00102339
-0.99106,-9.95900000e-07,-0.0009959
-0.97101,-9.33790000e-07,-0.00093379
-0.95102,-9.10000000e-07,-0.00091
-0.93082,-9.23000000e-07,-0.000923
-0.91091,-9.31520000e-07,-0.00093152
-0.89074,-8.72059000e-07,-0.000872059
-0.87089,-8.24848000e-07,-0.000824848
-0.85088,-8.17703000e-07,-0.000817703
-0.8309,-8.37956000e-07,-0.000837956
-0.81086,-8.32846000e-07,-0.000832846
-0.79081,-7.88665000e-07,-0.000788665
-0.77077,-7.37668000e-07,-0.000737668
-0.75084,-7.10449000e-07,-0.000710449
-0.73076,-7.14584000e-07,-0.000714584
-0.71068,-7.26094000e-07,-0.000726094
-0.69082,-7.08380000e-07,-0.00070838
-0.67071,-6.63342000e-07,-0.000663342
-0.65073,-6.18307000e-07,-0.000618307
-0.63063,-6.00542000e-07,-0.000600542
-0.6106,-6.02549000e-07,-0.000602549
-0.59067,-6.09076000e-07,-0.000609076
-0.57057,-5.87017000e-07,-0.000587017
-0.55064,-5.38764000e-07,-0.000538764
-0.53051,-4.89228000e-07,-0.000489228
-0.51044,-4.87931000e-07,-0.000487931
-0.49046,-5.05675000e-07,-0.000505675
-0.47045,-4.99107000e-07,-0.000499107
-0.45046,-4.54479000e-07,-0.000454479
-0.43037,-4.02412000e-07,-0.000402412
-0.41014,-3.71525000e-07,-0.000371525
-0.3904,-3.77515000e-07,-0.000377515
-0.37035,-3.86586000e-07,-0.000386586
-0.35038,-3.77124000e-07,-0.000377124
-0.33019,-3.29786000e-07,-0.000329786
-0.31031,-2.80569000e-07,-0.000280569
-0.29039,-2.57132000e-07,-0.000257132
-0.27024,-2.64090000e-07,-0.00026409
-0.2503,-2.70820000e-07,-0.00027082
-0.22998,-2.46530000e-07,-0.00024653
-0.2102,-2.07246000e-07,-0.000207246
-0.18996,-1.58438000e-07,-0.000158438
-0.17024,-1.42403000e-07,-0.000142403
-0.14999,-1.51116000e-07,-0.000151116
-0.13011,-1.62137000e-07,-0.000162137
-0.11013,-1.31026000e-07,-0.000131026
-0.09004,-6.76720000e-08,-6.7672e-05
-0.07008,-3.50380000e-08,-3.5038e-05
-0.05003,-3.35360000e-08,-3.3536e-05
-0.03,-5.20610000e-08,-5.2061e-05
-0.00995,-4.49710000e-08,-4.4971e-05
0.00982,1.53000000e-10,1.53e-07
0.03004,5.19510000e-08,5.1951e-05
0.05016,8.26420000e-08,8.2642e-05
0.07001,7.87680000e-08,7.8768e-05
0.0901,6.78520000e-08,6.7852e-05
0.11009,7.81360000e-08,7.8136e-05
0.13009,1.22887000e-07,0.000122887
0.15021,1.72656000e-07,0.000172656
0.17024,1.97860000e-07,0.00019786
0.19018,1.89879000e-07,0.000189879
0.21015,1.83694000e-07,0.000183694
0.23018,2.06893000e-07,0.000206893
0.25027,2.46307000e-07,0.000246307
0.27026,2.97734000e-07,0.000297734
0.29033,3.11129000e-07,0.000311129
0.31029,3.03635000e-07,0.000303635
0.33038,2.93262000e-07,0.000293262
0.35039,3.18987000e-07,0.000318987
0.37051,3.73788000e-07,0.000373788
0.39039,4.19302000e-07,0.000419302
0.4104,4.26944000e-07,0.000426944
0.43064,4.05168000e-07,0.000405168
0.45046,4.06246000e-07,0.000406246
0.47026,4.44818000e-07,0.000444818
0.4906,5.04881000e-07,0.000504881
0.51049,5.36159000e-07,0.000536159
0.5305,5.37595000e-07,0.000537595
0.55062,5.20073000e-07,0.000520073
0.57045,5.24776000e-07,0.000524776
0.59077,5.72960000e-07,0.00057296
0.6106,6.22449000e-07,0.000622449
0.6306,6.51705000e-07,0.000651705
0.65087,6.49613000e-07,0.000649613
0.67074,6.38949000e-07,0.000638949
0.69067,6.51023000e-07,0.000651023
0.71066,6.96291000e-07,0.000696291
0.73071,7.45301000e-07,0.000745301
0.75099,7.69809000e-07,0.000769809
0.77082,7.62132000e-07,0.000762132
0.79079,7.55728000e-07,0.000755728
0.81085,7.80614000e-07,0.000780614
0.83076,8.19084000e-07,0.000819084
0.85081,8.68638000e-07,0.000868638
0.87091,8.82819000e-07,0.000882819
0.89086,8.75573000e-07,0.000875573
0.91096,8.65179000e-07,0.000865179
0.93087,8.93298000e-07,0.000893298
0.95094,9.47449000e-07,0.000947449
0.97116,9.93409000e-07,0.000993409
0.99099,9.98908000e-07,0.000998908
1.01092,9.75716000e-07,0.000975716
1.03098,9.80299000e-07,0.000980299
1.05089,1.01950700e-06,0.00101951
1.07112,1.03615000e-06,0.00103615
1.09107,1.05219000e-06,0.00105219
1.11109,1.11532000e-06,0.00111532
1.1311,1.14868000e-06,0.00114868
1.15121,1.13442000e-06,0.00113442
1.17119,1.11746000e-06,0.00111746
1.19125,1.16761000e-06,0.00116761
1.2112,1.21819000e-06,0.00121819
1.23126,1.23607000e-06,0.00123607
1.25127,1.21061000e-06,0.00121061
1.27127,1.23268000e-06,0.00123268
1.29131,1.28318000e-06,0.00128318
1.3113,1.32969000e-06,0.00132969
1.33124,1.31870000e-06,0.0013187
1.3514,1.29736000e-06,0.00129736
1.3714,1.33808000e-06,0.00133808
1.39139,1.39990000e-06,0.0013999
1.41138,1.41641000e-06,0.00141641
1.43137,1.39356000e-06,0.00139356
1.4515,1.39975000e-06,0.00139975
1.47149,1.45036000e-06,0.00145036
1.49148,1.50521000e-06,0.00150521
1.51149,1.49623000e-06,0.00149623
1.53148,1.48410000e-06,0.0014841
1.55162,1.50782000e-06,0.00150782
1.57168,1.56957000e-06,0.00156957
1.59159,1.59017000e-06,0.00159017
1.61161,1.57460000e-06,0.0015746
1.63158,1.57090000e-06,0.0015709
1.65169,1.62467000e-06,0.00162467
1.67175,1.68277000e-06,0.00168277
1.69171,1.67877000e-06,0.00167877
1.71169,1.66077000e-06,0.00166077
1.73174,1.68317000e-06,0.00168317
1.7518,1.74890000e-06,0.0017489
1.77183,1.77700000e-06,0.001777
1.7918,1.76404000e-06,0.00176404
1.8118,1.75119000e-06,0.00175119
1.83173,1.83146000e-06,0.00183146
1.85193,1.86061000e-06,0.00186061
1.87188,1.84237000e-06,0.00184237
1.89188,1.83154000e-06,0.00183154
1.9119,1.88291000e-06,0.00188291
1.9319,1.93306000e-06,0.00193306
1.952,1.94406000e-06,0.00194406
1.97201,1.92147000e-06,0.00192147
1.99198,1.93888000e-06,0.00193888
2.012,2.00397000e-06,0.00200397
2.03206,2.03206000e-06,0.00203206
2.05211,2.02392000e-06,0.00202392
2.07208,2.01327000e-06,0.00201327
2.09217,2.06235000e-06,0.00206235
2.11204,2.12297000e-06,0.00212297
2.1321,2.11095000e-06,0.00211095
2.15222,2.10289000e-06,0.00210289
2.17221,2.12125000e-06,0.00212125
2.19218,2.18412000e-06,0.00218412
2.21214,2.21314000e-06,0.00221314
2.23221,2.19006000e-06,0.00219006
2.25229,2.18852000e-06,0.00218852
2.27226,2.24302000e-06,0.00224302
2.2923,2.29497000e-06,0.00229497
2.31229,2.28934000e-06,0.00228934
2.33231,2.27691000e-06,0.00227691
2.35241,2.29455000e-06,0.00229455
2.3724,2.36050000e-06,0.0023605
