# Langmuir probe raw measurement — 2026-06-07 16:12:16
# Points: 1000
voltage_V,current_A,current_mA
14.1642,4.78117015e-02,47.8117
14.2643,4.80091123e-02,48.0091
14.3644,4.78831019e-02,47.8831
14.4645,4.78942355e-02,47.8942
14.5646,4.79758297e-02,47.9758
14.6647,4.81136178e-02,48.1136
14.7648,4.79410870e-02,47.9411
14.8649,4.81926553e-02,48.1927
14.965,4.81992319e-02,48.1992
15.0651,4.84851228e-02,48.4851
15.1652,4.83449851e-02,48.345
15.2653,4.85912532e-02,48.5913
15.3654,4.83761525e-02,48.3762
15.4655,4.86073145e-02,48.6073
15.5656,4.86425907e-02,48.6426
15.6657,4.85858080e-02,48.5858
15.7658,4.87525144e-02,48.7525
15.8659,4.89180887e-02,48.9181
15.966,4.88265197e-02,48.8265
16.0661,4.87517647e-02,48.7518
16.1662,4.89812667e-02,48.9813
16.2663,4.89548428e-02,48.9548
16.3664,4.90729131e-02,49.0729
16.4665,4.91610504e-02,49.1611
16.5666,4.90607060e-02,49.0607
16.6667,4.91317675e-02,49.1318
16.7668,4.94036021e-02,49.4036
16.8669,4.93651856e-02,49.3652
16.967,4.92230451e-02,49.223
17.0671,4.96200660e-02,49.6201
17.1672,4.96308806e-02,49.6309
17.2673,4.95943182e-02,49.5943
17.3674,4.95960847e-02,49.5961
17.4675,4.98734106e-02,49.8734
17.5676,4.98868270e-02,49.8868
17.6677,5.01522142e-02,50.1522
17.7678,5.00180349e-02,50.018
17.8679,5.00768484e-02,50.0768
17.968,5.00834473e-02,50.0834
18.0681,5.02438798e-02,50.2439
18.1682,5.02867728e-02,50.2868
18.2683,5.04114988e-02,50.4115
18.3684,5.02962561e-02,50.2963
18.4685,5.03669097e-02,50.3669
18.5686,5.04246022e-02,50.4246
18.6687,5.06136547e-02,50.6137
18.7688,5.07464741e-02,50.7465
18.8689,5.06128146e-02,50.6128
18.969,5.06782834e-02,50.6783
19.0691,5.08142305e-02,50.8142
19.1692,5.08203087e-02,50.8203
19.2693,5.10021523e-02,51.0022
19.3694,5.07438313e-02,50.7438
19.4695,5.09484006e-02,50.9484
19.5696,5.10148915e-02,51.0149
19.6697,5.09231596e-02,50.9232
19.7698,5.11208934e-02,51.1209
19.8699,5.11878037e-02,51.1878
19.97,5.13212709e-02,51.3213
20.0701,5.15147400e-02,51.5147
20.1702,5.14409994e-02,51.441
20.2703,5.14244862e-02,51.4245
20.3704,5.15839342e-02,51.5839
20.4705,5.17566091e-02,51.7566
20.5706,5.16161579e-02,51.6162
20.6707,5.16847583e-02,51.6848
20.7708,5.18937328e-02,51.8937
20.8709,5.18777863e-02,51.8778
20.971,5.20267505e-02,52.0268
21.0711,5.20226994e-02,52.0227
21.1712,5.21562925e-02,52.1563
21.2713,5.20446804e-02,52.0447
21.3714,5.22090418e-02,52.209
21.4715,5.22512433e-02,52.2512
21.5716,5.22127853e-02,52.2128
21.6717,5.22400886e-02,52.2401
21.7718,5.25270734e-02,52.5271
21.8719,5.24854653e-02,52.4855
21.972,5.24803946e-02,52.4804
22.0721,5.26350668e-02,52.6351
22.1722,5.28195486e-02,52.8195
22.2723,5.25407350e-02,52.5407
22.3724,5.26812070e-02,52.6812
22.4725,5.28006443e-02,52.8006
22.5726,5.31011129e-02,53.1011
22.6727,5.30453158e-02,53.0453
22.7728,5.31558508e-02,53.1559
22.8729,5.30271651e-02,53.0272
22.973,5.30912897e-02,53.0913
23.0731,5.33100867e-02,53.3101
23.1732,5.33331948e-02,53.3332
23.2733,5.34443033e-02,53.4443
23.3734,5.34327244e-02,53.4327
23.4735,5.35413679e-02,53.5414
23.5736,5.35914275e-02,53.5914
23.6737,5.37154544e-02,53.7155
23.7738,5.37804406e-02,53.7804
23.8739,5.35998146e-02,53.5998
23.974,5.35991370e-02,53.5991
24.0741,5.39861005e-02,53.9861
24.1742,5.40667605e-02,54.0668
24.2743,5.39079877e-02,53.908
24.3744,5.38861286e-02,53.8861
24.4745,5.41440777e-02,54.1441
24.5746,5.42893201e-02,54.2893
24.6747,5.44380578e-02,54.4381
24.7748,5.43719901e-02,54.372
24.8749,5.43452508e-02,54.3453
24.975,5.43551714e-02,54.3552
25.0751,5.45076917e-02,54.5077
25.1752,5.45386821e-02,54.5387
25.2753,5.45291639e-02,54.5292
25.3754,5.48976083e-02,54.8976
25.4755,5.49333116e-02,54.9333
25.5756,5.49304617e-02,54.9305
25.6757,5.47868339e-02,54.7868
25.7758,5.50264829e-02,55.0265
25.8759,5.50670057e-02,55.067
25.976,5.51093597e-02,55.1094
26.0761,5.52521337e-02,55.2521
26.1762,5.52527663e-02,55.2528
26.2763,5.53252927e-02,55.3253
26.3764,5.53770440e-02,55.377
26.4765,5.54094946e-02,55.4095
26.5766,5.52591164e-02,55.2591
26.6767,5.55079016e-02,55.5079
26.7768,5.55059824e-02,55.506
26.8769,5.54956796e-02,55.4957
26.977,5.58539074e-02,55.8539
27.0771,5.59206873e-02,55.9207
27.1772,5.59457719e-02,55.9458
27.2773,5.58974333e-02,55.8974
27.3774,5.60690365e-02,56.069
27.4775,5.59972414e-02,55.9972
27.5776,5.60783778e-02,56.0784
27.6777,5.60108130e-02,56.0108
27.7778,5.62219214e-02,56.2219
27.8779,5.62503229e-02,56.2503
27.978,5.61760811e-02,56.1761
28.0781,5.63632887e-02,56.3633
28.1782,5.64224975e-02,56.4225
28.2783,5.66722886e-02,56.6723
28.3784,5.66440159e-02,56.644
28.4785,5.66178012e-02,56.6178
28.5786,5.67035974e-02,56.7036
28.6787,5.67452020e-02,56.7452
28.7788,5.67825514e-02,56.7826
28.8789,5.67566622e-02,56.7567
28.979,5.69118618e-02,56.9119
29.0791,5.69144192e-02,56.9144
29.1792,5.69260595e-02,56.9261
29.2793,5.71642753e-02,57.1643
29.3794,5.72143417e-02,57.2143
29.4795,5.70586065e-02,57.0586
29.5796,5.72870709e-02,57.2871
29.6797,5.74609715e-02,57.461
29.7798,5.75293858e-02,57.5294
29.8799,5.75881092e-02,57.5881
29.98,5.75514789e-02,57.5515
30.0801,5.75251451e-02,57.5251
30.1802,5.75633418e-02,57.5633
30.2803,5.77682343e-02,57.7682
30.3804,5.78337638e-02,57.8338
30.4805,5.79866310e-02,57.9866
30.5806,5.80299579e-02,58.03
30.6807,5.79687992e-02,57.9688
30.7808,5.79196635e-02,57.9197
30.8809,5.80742355e-02,58.0742
30.981,5.81899313e-02,58.1899
31.0811,5.82100619e-02,58.2101
31.1812,5.82345429e-02,58.2345
31.2813,5.83796829e-02,58.3797
31.3814,5.83660607e-02,58.3661
31.4815,5.84157119e-02,58.4157
31.5816,5.85717259e-02,58.5717
31.6817,5.85624434e-02,58.5624
31.7818,5.86891151e-02,58.6891
31.8819,5.87540872e-02,58.7541
31.982,5.86748859e-02,58.6749
32.0821,5.88027668e-02,58.8028
32.1822,5.90567306e-02,59.0567
32.2823,5.88588071e-02,58.8588
32.3824,5.88254116e-02,58.8254
32.4825,5.89129546e-02,58.913
32.5826,5.91641122e-02,59.1641
32.6827,5.92263550e-02,59.2264
32.7828,5.92735642e-02,59.2736
32.8829,5.94688064e-02,59.4688
32.983,5.91421660e-02,59.1422
33.0831,5.95111049e-02,59.5111
33.1832,5.96897174e-02,59.6897
33.2833,5.94828576e-02,59.4829
33.3834,5.96197170e-02,59.6197
33.4835,5.96444706e-02,59.6445
33.5836,5.96923872e-02,59.6924
33.6837,5.98112577e-02,59.8113
33.7838,6.00486945e-02,60.0487
33.8839,6.01517467e-02,60.1517
33.984,5.99964761e-02,59.9965
34.0841,6.02826382e-02,60.2826
34.1842,6.01577518e-02,60.1578
34.2843,6.03916254e-02,60.3916
34.3844,6.02689885e-02,60.269
34.4845,6.03534862e-02,60.3535
34.5846,6.04389899e-02,60.439
34.6847,6.07823899e-02,60.7824
34.7848,6.06116951e-02,60.6117
34.8849,6.05179022e-02,60.5179
34.985,6.07475905e-02,60.7476
35.0851,6.06765695e-02,60.6766
35.1852,6.07258398e-02,60.7258
35.2853,6.09277370e-02,60.9277
35.3854,6.09020475e-02,60.902
35.4855,6.09888586e-02,60.9889
35.5856,6.10244616e-02,61.0245
35.6857,6.11187834e-02,61.1188
35.7858,6.11896838e-02,61.1897
35.8859,6.10155526e-02,61.0156
35.986,6.13379686e-02,61.338
36.0861,6.12351714e-02,61.2352
36.1862,6.12512055e-02,61.2512
36.2863,6.14516564e-02,61.4517
36.3864,6.15279577e-02,61.528
36.4865,6.15122710e-02,61.5123
36.5866,6.17267869e-02,61.7268
36.6867,6.15715282e-02,61.5715
36.7868,6.17271134e-02,61.7271
36.8869,6.17713825e-02,61.7714
36.987,6.18872732e-02,61.8873
37.0871,6.19818804e-02,61.9819
37.1872,6.19152668e-02,61.9153
37.2873,6.21505464e-02,62.1505
37.3874,6.21464804e-02,62.1465
37.4875,6.20130476e-02,62.013
37.5876,6.20684452e-02,62.0684
37.6877,6.23251344e-02,62.3251
37.7878,6.23663317e-02,62.3663
37.8879,6.24401485e-02,62.4401
37.988,6.25097543e-02,62.5098
38.0881,6.25971706e-02,62.5972
38.1882,6.27314416e-02,62.7314
38.2883,6.25876282e-02,62.5876
38.3884,6.26436036e-02,62.6436
38.4885,6.27135305e-02,62.7135
38.5886,6.29138166e-02,62.9138
38.6887,6.30714817e-02,63.0715
38.7888,6.29659151e-02,62.9659
38.8889,6.28209411e-02,62.8209
38.989,6.29627739e-02,62.9628
39.0891,6.31119316e-02,63.1119
39.1892,6.32015244e-02,63.2015
39.2893,6.32785205e-02,63.2785
39.3894,6.33852795e-02,63.3853
39.4895,6.34123089e-02,63.4123
39.5896,6.36104795e-02,63.6105
39.6897,6.35000059e-02,63.5
39.7898,6.35434379e-02,63.5434
39.8899,6.37396193e-02,63.7396
39.99,6.36002296e-02,63.6002
40.0901,6.38548250e-02,63.8548
40.1902,6.38881732e-02,63.8882
40.2903,6.39252357e-02,63.9252
40.3904,6.41608697e-02,64.1609
40.4905,6.40018834e-02,64.0019
40.5906,6.43321960e-02,64.3322
40.6907,6.41656851e-02,64.1657
40.7908,6.41225886e-02,64.1226
40.8909,6.43193443e-02,64.3193
40.991,6.42667899e-02,64.2668
41.0911,6.43613009e-02,64.3613
41.1912,6.45382419e-02,64.5382
41.2913,6.46161588e-02,64.6162
41.3914,6.45604459e-02,64.5604
41.4915,6.47834652e-02,64.7835
41.5916,6.48625376e-02,64.8625
41.6917,6.49524790e-02,64.9525
41.7918,6.49238523e-02,64.9239
41.8919,6.50693158e-02,65.0693
41.992,6.48069552e-02,64.807
42.0921,6.50253064e-02,65.0253
42.1922,6.50324586e-02,65.0325
42.2923,6.51931438e-02,65.1931
42.3924,6.51861384e-02,65.1861
42.4925,6.52887296e-02,65.2887
42.5926,6.55556249e-02,65.5556
42.6927,6.54124975e-02,65.4125
42.7928,6.55329108e-02,65.5329
42.8929,6.55303667e-02,65.5304
42.993,6.56232270e-02,65.6232
43.0931,6.56783194e-02,65.6783
43.1932,6.57846122e-02,65.7846
43.2933,6.59183726e-02,65.9184
43.3934,6.60286433e-02,66.0286
43.4935,6.59569280e-02,65.9569
43.5936,6.60469827e-02,66.047
43.6937,6.59350036e-02,65.935
43.7938,6.61033645e-02,66.1034
43.8939,6.62682432e-02,66.2682
43.994,6.63228731e-02,66.3229
44.0941,6.63194993e-02,66.3195
44.1942,6.64490398e-02,66.449
44.2943,6.64715391e-02,66.4715
44.3944,6.66045552e-02,66.6046
44.4945,6.65755225e-02,66.5755
44.5946,6.65730788e-02,66.5731
44.6947,6.67042948e-02,66.7043
44.7948,6.64397133e-02,66.4397
44.8949,6.68331234e-02,66.8331
44.995,6.64920556e-02,66.4921
45.0951,6.67466126e-02,66.7466
45.1952,6.70261979e-02,67.0262
45.2953,6.70908360e-02,67.0908
45.3954,6.69889023e-02,66.9889
45.4955,6.70959970e-02,67.096
45.5956,6.73663234e-02,67.3663
45.6957,6.72429283e-02,67.2429
45.7958,6.75776854e-02,67.5777
45.8959,6.74152635e-02,67.4153
45.996,6.75183211e-02,67.5183
46.0961,6.77012670e-02,67.7013
46.1962,6.76147444e-02,67.6147
46.2963,6.75634693e-02,67.5635
46.3964,6.77147930e-02,67.7148
46.4965,6.77842668e-02,67.7843
46.5966,6.77134157e-02,67.7134
46.6967,6.78863687e-02,67.8864
46.7968,6.78997948e-02,67.8998
46.8969,6.81285119e-02,68.1285
46.997,6.81015993e-02,68.1016
47.0971,6.81319206e-02,68.1319
47.1972,6.82116441e-02,68.2116
47.2973,6.83066365e-02,68.3066
47.3974,6.84080678e-02,68.4081
47.4975,6.83084772e-02,68.3085
47.5976,6.83663517e-02,68.3664
47.6977,6.86430405e-02,68.643
47.7978,6.85534009e-02,68.5534
47.8979,6.85150125e-02,68.515
47.998,6.87631400e-02,68.7631
48.0981,6.88271578e-02,68.8272
48.1982,6.86898114e-02,68.6898
48.2983,6.89278931e-02,68.9279
48.3984,6.90405653e-02,69.0406
48.4985,6.90665077e-02,69.0665
48.5986,6.91543293e-02,69.1543
48.6987,6.90127663e-02,69.0128
48.7988,6.92483593e-02,69.2484
48.8989,6.92470553e-02,69.2471
48.999,6.92911004e-02,69.2911
49.0991,6.94884970e-02,69.4885
49.1992,6.96114310e-02,69.6114
49.2993,6.97050026e-02,69.705
49.3994,6.97191084e-02,69.7191
49.4995,6.96387163e-02,69.6387
49.5996,6.97470238e-02,69.747
49.6997,6.98504961e-02,69.8505
49.7998,6.98479937e-02,69.848
49.8999,6.99110144e-02,69.911
50,7.00423753e-02,70.0424
